year,value,model,scenario,region,variable
2070,-1.49609,REMIND-MAgPIE 1.7-3.0,NPi2020_1000,World,Gas
2070,-10.0266,REMIND-MAgPIE 1.7-3.0,NPi2020_1000,World,Oil
2080,-1.15765,REMIND-MAgPIE 1.7-3.0,NPi2020_1000,World,Coal
2080,-5.0941,REMIND-MAgPIE 1.7-3.0,NPi2020_1000,World,Gas
2080,-4.74959,REMIND-MAgPIE 1.7-3.0,NPi2020_1000,World,Oil
2090,-0.38215,REMIND-MAgPIE 1.7-3.0,NPi2020_1000,World,Coal
2090,-2.66535,REMIND-MAgPIE 1.7-3.0,NPi2020_1000,World,Gas
2090,-2.54282,REMIND-MAgPIE 1.7-3.0,NPi2020_1000,World,Oil
2010,3.534877,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Coal
2010,28.11794,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Gas
2010,12.41788,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Oil
2020,-62.3291,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Coal
2020,-15.2769,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Gas
2020,3.438805,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Oil
2030,-24.0194,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Coal
2030,-26.8776,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Gas
2030,-8.71857,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Oil
2040,-0.43749,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Coal
2040,-14.4769,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Gas
2040,-19.0661,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Oil
2050,-0.70236,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Coal
2050,-5.89711,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Gas
2050,-22.0649,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Oil
2060,-0.5864,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Coal
2060,-2.07325,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Gas
2060,-13.763,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Oil
2070,-0.32878,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Coal
2070,1.850989,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Gas
2070,-6.72332,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Oil
2080,-0.19239,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Coal
2080,0.477385,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Gas
2080,-2.80699,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Oil
2090,-0.11926,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Coal
2090,-1.6114,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Gas
2090,-0.94726,REMIND-MAgPIE 1.7-3.0,NPi2020_400,World,Oil
